id,context,chars,source_text,translation
"ui.liveWeather.tapOneToCheckIt","Interface copy (liveWeather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",60,"Tap one to check it off — it disappears. Refreshes each day.",""
"ui.liveWeather.allDoneForToday","Interface copy (liveWeather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"🎉 All done for today!",""
"ui.liveWeather.freshActionsRefreshTomorrow","Interface copy (liveWeather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",31,"Fresh actions refresh tomorrow.",""
"ui.frostOverride.frostfreeGrowingDays","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"frost-free growing days",""
"ui.frostOverride.thatsAbout","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"That's about",""
"ui.frostOverride.ofPrimePlantingInZone","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"of prime planting in Zone",""
"ui.frostOverride.usingYourCustomDates","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"✓ Using your custom dates",""
"ui.frostOverride.estimatedFromYourZone","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"📍 Estimated from your zone",""
"ui.frostOverride.lastSpringFrost","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"LAST SPRING FROST",""
"ui.frostOverride.safeToPlantOut","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",19,"Safe to plant out ✓",""
"ui.frostOverride.firstFallFrost","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"FIRST FALL FROST",""
"ui.frostOverride.harvestByThen","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Harvest by then 🧺",""
"ui.frostOverride.yourGrowingSeason","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"🌱 Your growing season",""
"ui.frostOverride.editMyFrostDates","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"✏️ Edit my frost dates",""
"ui.frostOverride.dialInMyRealLocal","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",30,"🎯 Dial in my real local dates",""
"ui.frostOverride.knowYourRealLocalFrost","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",117,"Know your real local frost dates? Enter them as MM-DD to sharpen every seed-starting and frost-window tip in the app.",""
"ui.frostOverride.lastSpringFrostMmdd","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"LAST SPRING FROST (MM-DD)",""
"ui.frostOverride.eg0315","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"e.g. 03-15",""
"ui.frostOverride.firstFallFrostMmdd","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",24,"FIRST FALL FROST (MM-DD)",""
"ui.frostOverride.eg1115","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"e.g. 11-15",""
"ui.frostOverride.useMmddFormatLike0315","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",29,"Use MM-DD format, like 03-15.",""
"ui.frostOverride.saveFrostDates","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"Save frost dates",""
"ui.frostOverride.noFrostInMyArea","Interface copy (frostOverride screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",39,"🌵 No frost in my area — hide this card",""
"ui.gardenIntelligence.weekHigh","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"Week High",""
"ui.gardenIntelligence.weekLow","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"Week Low",""
"ui.gardenIntelligence.rainyDays","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"Rainy Days",""
"ui.gardenIntelligence.needWater","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"Need Water",""
"ui.gardenIntelligence.readyToHarvestToday","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"ready to harvest today!",""
"ui.gardenIntelligence.plantNowInZone","Interface copy (gardenIntelligence screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"🌱 PLANT NOW IN ZONE",""
"ui.weatherTeaser.liveGardenWeather","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"🌤️ LIVE GARDEN WEATHER",""
"ui.weatherTeaser.gardenWeather","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"Garden Weather",""
"ui.weatherTeaser.smartWeatherIntelligenceForYour","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",44,"• Smart weather intelligence for your garden",""
"ui.weatherTeaser.unlockPremiumToSeeYour","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",51,"Unlock premium to see your personalized action plan",""
"ui.weatherTeaser.unlockPremiumWeatherIntelligence","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",38,"👑 Unlock Premium Weather Intelligence",""
"ui.weatherTeaser.n299monthCancelAnytime","Interface copy (weatherTeaser screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",28,"$2.99/month • Cancel anytime",""
"ui.weeklyAndTasks.weeklyRecap","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"WEEKLY RECAP",""
"ui.weeklyAndTasks.yourGardenProgress","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"Your Garden Progress 🌱",""
"ui.weeklyAndTasks.watered","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"💧 Watered:",""
"ui.weeklyAndTasks.photos","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"📸 Photos:",""
"ui.weeklyAndTasks.saved","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"🪴 Saved:",""
"ui.weeklyAndTasks.xp","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",5,"⭐ XP:",""
"ui.weeklyAndTasks.currentStreak","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"🔥 Current streak:",""
"ui.weeklyAndTasks.getStarted","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"GET STARTED",""
"ui.weeklyAndTasks.startYourGardenStory","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"Start your garden story",""
"ui.weeklyAndTasks.saveYourFirstPlantLog","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",95,"Save your first plant, log a photo, or mark something as watered — your recap will appear here.",""
"ui.weeklyAndTasks.waterAPlant","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"💧 Water a plant",""
"ui.weeklyAndTasks.addAPhoto","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"📸 Add a photo",""
"ui.weeklyAndTasks.saveAPlant","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"🌱 Save a plant",""
"ui.weeklyAndTasks.smartTasks","Interface copy (weeklyAndTasks screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"SMART TASKS",""
"ui.plantingCalendar.sowTransplantAndHarvestWindows","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",66,"Sow, transplant, and harvest windows for your saved plants in Zone",""
"ui.plantingCalendar.estimatedFromYourFrostDates","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",69,". Estimated from your frost dates — check seed packets for specifics.",""
"ui.plantingCalendar.addTheseToMyCalendar","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"📅 Add these to my calendar",""
"ui.plantingCalendar.tight","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"❄️ Tight",""
"ui.plantingCalendar.startIndoors","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"Start indoors",""
"ui.plantingCalendar.directSow","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"Direct sow",""
"ui.plantingCalendar.plantOut","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"Plant out",""
"ui.plantingCalendar.showMorePlants","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Show more plants (",""
"ui.plantingCalendar.more","Interface copy (plantingCalendar screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",5,"more)",""
"ui.reminderControl.wateringReminders","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Watering Reminders",""
"ui.reminderControl.addDailyRemindersFromPlant","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",37,"Add daily reminders from plant pages.",""
"ui.reminderControl.frostAlerts","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"Frost Alerts",""
"ui.reminderControl.eveningReminderToCheckOvernight","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",41,"Evening reminder to check overnight lows.",""
"ui.reminderControl.monthlyPlantingGuides","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"Monthly Planting Guides",""
"ui.reminderControl.reminderOnThe1stOf","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",35,"Reminder on the 1st of every month.",""
"ui.reminderControl.dailyWateringCheck","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"Daily Watering Check",""
"ui.reminderControl.morningReminderToCheckYour","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",38,"Morning reminder to check your garden.",""
"ui.reminderControl.plantOfTheDay","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"Plant of the Day",""
"ui.reminderControl.dailyPlantPickEveryMorning","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",31,"Daily plant pick every morning.",""
"ui.reminderControl.changeDailyWateringReminderTime","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",35,"Change daily watering reminder time",""
"ui.reminderControl.reminderTime","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"⏰ Reminder time",""
"ui.reminderControl.whenYourDailyWateringCheck","Interface copy (reminderControl screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",38,"When your daily watering check arrives",""
"ui.seedInventory.trackTheSeedsAndSupplies","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",112,"Track the seeds and supplies you already own so you never double-buy. Tap the flag to mark anything running low.",""
"ui.seedInventory.onHand","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"on hand.",""
"ui.seedInventory.runningLowReorderBeforePlanting","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",45,"running low — reorder before planting season.",""
"ui.seedInventory.addAnItemYouOwn","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"Add an item you own…",""
"ui.seedInventory.nothingAddedYetAddSeed","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",77,"Nothing added yet — add seed packets, compost, fertilizer, or tools you have.",""
"ui.seedInventory.reorder","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"🛒 Reorder",""
"ui.seedInventory.markAsStocked","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"Mark as stocked",""
"ui.seedInventory.markAsRunningLow","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",19,"Mark as running low",""
"ui.seedInventory.shopForMoreSeedsSupplies","Interface copy (seedInventory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",33,"🛒 Shop for more seeds & supplies",""
"ui.gardenAreaManager.hideGardenMaps","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"Hide Garden Maps",""
"ui.gardenAreaManager.viewGardenMaps","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"🗂️ View Garden Maps",""
"ui.gardenAreaManager.hangingPlanter","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"Hanging Planter",""
"ui.gardenAreaManager.hangingPlanter1Plant","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"+ Hanging Planter (1 plant)",""
"ui.gardenAreaManager.howManyPlants","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"HOW MANY PLANTS? (",""
"ui.gardenAreaManager.addA","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",7,"+ Add a",""
"ui.gardenAreaManager.plantBed","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"-plant bed",""
"ui.gardenAreaManager.newName","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"New name",""
"ui.gardenAreaManager.fullSun","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"☀️ Full sun",""
"ui.gardenAreaManager.partial","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"⛅ Partial",""
"ui.gardenAreaManager.shade","Interface copy (gardenAreaManager screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"🌥️ Shade",""
"ui.pestDetailScreen.gardenPestMostActive","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"Garden pest · Most active",""
"ui.pestDetailScreen.whatItIs","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"WHAT IT IS",""
"ui.pestDetailScreen.whatToLookFor","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"WHAT TO LOOK FOR",""
"ui.pestDetailScreen.damageItCauses","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"DAMAGE IT CAUSES",""
"ui.pestDetailScreen.howToPreventIt","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"HOW TO PREVENT IT",""
"ui.pestDetailScreen.howToTreatIt","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"HOW TO TREAT IT",""
"ui.pestDetailScreen.plantsAtRisk","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"🌱 PLANTS AT RISK",""
"ui.pestDetailScreen.inYourGardenTheseCould","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",54,"In your garden, these could be targeted — tap to open:",""
"ui.pestDetailScreen.commonlyTargets","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"Commonly targets:",""
"ui.pestDetailScreen.whenItsActive","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",19,"📅 WHEN IT'S ACTIVE",""
"ui.pestDetailScreen.peakActivity","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"Peak activity:",""
"ui.pestDetailScreen.warmerZonesOftenSeeA","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",41,". Warmer zones often see a longer season.",""
"ui.pestDetailScreen.backToPestWatch","Interface copy (pestDetailScreen screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Back to Pest Watch",""
"ui.forecast.bestPlantingDay","Interface copy (forecast screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"• 🌱 Best planting day:",""
"ui.forecast.weekHigh","Interface copy (forecast screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"Week High",""
"ui.forecast.weekLow","Interface copy (forecast screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"Week Low",""
"ui.forecast.rainyDays","Interface copy (forecast screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",10,"Rainy Days",""
"ui.forecast.bestDay","Interface copy (forecast screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"Best Day",""
"ui.gardenStory.myPocketPlanterGarden","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"🌱 MY POCKET PLANTER GARDEN",""
"ui.gardenStory.yourMvpPlant","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"YOUR MVP PLANT",""
"ui.gardenStory.yourMostharvestedPlant","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",25,"Your most-harvested plant",""
"ui.gardenStory.growingAcross","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"🗂️ Growing across",""
"ui.gardenStory.gardenArea","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",11,"garden area",""
"ui.gardenStory.growingSmarterWithPocketPlanter","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",38,"Growing smarter with Pocket Planter 🌿",""
"ui.gardenStory.shareAsImage","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"📸 Share as Image",""
"ui.gardenStory.shareAsText","Interface copy (gardenStory screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"📤 Share as Text",""
"ui.waterUsage.galThisWeek","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"gal this week",""
"ui.waterUsage.galAlltime","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"gal all-time",""
"ui.waterUsage.thirstiest","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"💧 Thirstiest:",""
"ui.waterUsage.gal","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",4,"gal)",""
"ui.waterUsage.whichPlant","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"WHICH PLANT?",""
"ui.waterUsage.wholeGarden","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"🌍 Whole Garden",""
"ui.waterUsage.howMuch","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"HOW MUCH?",""
"ui.waterUsage.eg2","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",6,"e.g. 2",""
"ui.waterUsage.logWatering","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"💧 Log Watering",""
"ui.waterUsage.logAWateringAmount","Interface copy (waterUsage screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"＋ Log a Watering Amount",""
"ui.profile.gardenerProfile","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"Gardener Profile",""
"ui.profile.unlockYourFullGardenerProfile","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",113,"Unlock your full gardener profile, XP progression, level-up rewards, achievement badges, and collectible banners.",""
"ui.profile.gardenerProfile2","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"🧑‍🌾 Gardener Profile",""
"ui.profile.achievementsEarned","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",19,"Achievements Earned",""
"ui.profile.bannersEarned","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"Banners Earned",""
"ui.profile.dailyQuests","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"⚡ Daily Quests",""
"ui.profile.seasonalChallenges","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"🎯 Seasonal Challenges",""
"ui.profile.gardenStory","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",15,"📖 Garden Story",""
"ui.profile.yourStory","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"📖 YOUR STORY",""
"ui.profile.gardenRoiBudget","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"💰 Garden ROI & Budget",""
"ui.profile.gardenRoi","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",13,"💰 GARDEN ROI",""
"ui.profile.gardenBudget","Interface copy (profile screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"💵 GARDEN BUDGET",""
"ui.weather.liveGardenWeather","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"🌤️ Live Garden Weather",""
"ui.weather.gardenWeatherThisWeek","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",28,"🌤️ Garden Weather This Week",""
"ui.weather.closeWeeklyForecast","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",23,"✕ Close Weekly Forecast",""
"ui.weather.gardenIntelligence","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",22,"🧠 Garden Intelligence",""
"ui.weather.closeGardenIntelligence","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"✕ Close Garden Intelligence",""
"ui.weather.wateringInsights","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"💧 Watering Insights",""
"ui.weather.schedule","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"🗓️ Schedule",""
"ui.weather.rainfall","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",12,"🌧️ Rainfall",""
"ui.weather.usage","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"🚿 Usage",""
"ui.weather.n7day","Interface copy (weather screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"🌤️ 7-Day",""
"ui.achievement.secretAchievementUnlocked","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"SECRET ACHIEVEMENT UNLOCKED",""
"ui.achievement.theGardenGnome","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",16,"The Garden Gnome",""
"ui.achievement.youveMasteredEveryCornerOf","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",130,"You've mastered every corner of Pocket Planter. Every plant saved, every photo logged, every quest completed, every level climbed.",""
"ui.achievement.youAreATrueGarden","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",31,"You are a true Garden Gnome. 🌟",""
"ui.achievement.oneOfTheGreatestGardeners","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",41,"🏆 One of the greatest gardeners alive!!!",""
"ui.achievement.tapAnywhereToClose","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",21,"Tap anywhere to close",""
"ui.achievement.earned","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"🏆 Earned",""
"ui.achievement.noAchievementsYetKeepGrowing","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",68,"No achievements yet — keep growing and you'll earn badges as you go.",""
